436.36	2.849	0.0031	0.00294	0.00151	0.00227	0.00488	0.00508	0.00457	0.00429	0.00288	0.00339	0.00472	0.00512	0.00226	3.29604E-4	-0.00411	-0.003	0.00163	0.00155	0.00107	-4.32867E-4
436.77	2.846	0.00262	0.0029	0.00188	0.00159	0.0047	0.00515	0.00462	0.00462	0.00291	0.00354	0.00473	0.00511	0.00284	-5.38695E-4	-0.00458	-0.0036	0.00112	0.00165	9.05361E-4	-2.52214E-4
437.18	2.843	0.00268	0.00272	0.00212	0.00171	0.00452	0.00463	0.00463	0.00483	0.00276	0.00395	0.00438	0.00487	0.00367	-3.32867E-4	-0.00487	-0.00415	2.22145E-4	0.00145	8.26573E-4	-2.8042E-4
437.59	2.841	0.00248	0.00251	0.00215	0.00251	0.00465	0.00459	0.00502	0.00495	0.00324	0.00388	0.00417	0.00487	0.00432	-1.38228E-4	-0.00506	-0.00427	-9.60373E-5	0.00143	8.28904E-4	2.8345E-4
438	2.838	0.0016	0.00252	0.00252	0.00316	0.00465	0.00462	0.00557	0.00501	0.00372	0.00457	0.00384	0.00467	0.00466	3.45221E-4	-0.00516	-0.00443	2.00233E-4	0.00178	9.662E-4	-2.58741E-5
438.41	2.835	0.00197	0.00238	0.00222	0.00359	0.00459	0.00473	0.0059	0.00513	0.00406	0.00493	0.00376	0.00454	0.00523	0.00121	-0.00534	-0.00418	8.71562E-4	0.00196	0.00106	4.82051E-4
438.82	2.833	0.00188	0.0023	0.00237	0.00342	0.00479	0.00458	0.00636	0.00507	0.00448	0.00489	0.00341	0.00435	0.00471	6.85082E-4	-0.00529	-0.00327	0.00108	0.00166	7.62005E-4	6.30303E-4
439.23	2.83	0.00248	0.00209	0.00221	0.00394	0.00492	0.00483	0.00641	0.00482	0.00466	0.00486	0.00325	0.00468	0.00431	7.07692E-4	-0.0056	-0.00334	4.76224E-4	0.00153	4.88578E-4	8.54079E-4
439.63	2.827	0.003	0.00215	0.00221	0.00427	0.00494	0.00493	0.00656	0.00488	0.00453	0.00463	0.00346	0.00458	0.00432	5.08625E-4	-0.00595	-0.00366	2.29138E-4	0.00135	2.62704E-4	0.00131
440.04	2.825	0.0035	0.00222	0.00221	0.00456	0.00503	0.00497	0.0066	0.00523	0.00448	0.00445	0.00376	0.0048	0.00394	-2.51049E-4	-0.00612	-0.00386	-9.54779E-4	0.00144	2.0373E-4	0.00164
440.45	2.822	0.0032	0.00245	0.0031	0.00458	0.0049	0.00515	0.00647	0.00515	0.00412	0.00424	0.00421	0.00463	0.00433	-8.84848E-4	-0.00613	-0.00399	-0.00158	0.00131	-3.54312E-5	0.00184
440.86	2.819	0.00248	0.00207	0.00355	0.00408	0.00485	0.00506	0.00623	0.00502	0.0041	0.00401	0.00419	0.00452	0.00403	-6.19347E-4	-0.00609	-0.00421	-0.00164	0.0013	-4.1655E-4	0.00168
441.27	2.817	0.00244	0.00188	0.00379	0.00341	0.00454	0.00468	0.00612	0.00472	0.00406	0.00389	0.00437	0.00429	0.00321	-9.52448E-4	-0.00606	-0.00431	-0.00144	0.00108	-5.14452E-4	0.0013
441.68	2.814	0.00177	0.0018	0.00372	0.00324	0.00448	0.00507	0.00621	0.00455	0.00412	0.0034	0.00437	0.00414	0.00307	-0.00141	-0.00572	-0.00464	-6.51981E-4	0.00127	-2.24709E-4	0.00104
442.09	2.812	0.00128	0.002	0.00385	0.00334	0.00448	0.00498	0.0061	0.00445	0.00393	0.00367	0.00407	0.00388	0.00264	-0.00189	-0.00544	-0.00451	2.75524E-4	0.00139	2.40093E-5	4.85781E-4
442.5	2.809	9.99301E-4	0.00194	0.00349	0.00324	0.00422	0.00491	0.00613	0.00426	0.00356	0.00351	0.00368	0.00365	0.00255	-0.00123	-0.00534	-0.00426	0.00137	0.00151	-1.04895E-5	-8.6014E-5
442.91	2.806	0.00111	0.00201	0.00326	0.00288	0.00415	0.00444	0.00625	0.00384	0.00344	0.00368	0.00335	0.00384	0.00158	-0.00151	-0.00511	-0.00441	0.0016	0.00145	-7.06294E-5	-1.25175E-4
443.32	2.804	0.00138	0.00198	0.00303	0.00304	0.00441	0.00478	0.00585	0.00378	0.00328	0.00368	0.00331	0.00386	0.00124	-0.00154	-0.00499	-0.00475	8.20047E-4	0.00108	1.57343E-4	-1.95804E-4
443.73	2.801	9.3683E-4	0.00237	0.00263	0.00285	0.00454	0.00464	0.00569	0.00385	0.00349	0.00364	0.00351	0.00393	0.00163	-0.00178	-0.00487	-0.00473	2.21212E-4	0.00115	2.11655E-4	2.02797E-5
444.14	2.799	6.13287E-4	0.00234	0.00237	0.0026	0.00499	0.00445	0.00592	0.00421	0.0039	0.00394	0.00395	0.00419	0.0021	-0.00186	-0.00482	-0.00477	-0.0013	0.00119	4.1958E-4	1.11422E-4
444.55	2.796	0.00126	0.00239	0.0024	0.00261	0.00527	0.00471	0.00602	0.00449	0.004	0.00415	0.00428	0.00424	0.00309	-0.00189	-0.00463	-0.00425	-0.00161	0.00137	4.90909E-4	1.98834E-4
